date,publish_date,cnn_fear_greed,cnn_fear_greed_pctl,is_proxy
2013-05-08,2013-05-08,77.0,78.97,True
2013-05-09,2013-05-09,76.0,76.98,True
2013-05-10,2013-05-10,77.0,78.97,True
2013-05-13,2013-05-13,80.0,83.33,True
2013-05-14,2013-05-14,86.0,92.06,True
2013-05-15,2013-05-15,87.0,92.46,True
2013-05-16,2013-05-16,85.0,90.08,True
2013-05-17,2013-05-17,91.0,95.63,True
2013-05-20,2013-05-20,83.0,86.9,True
2013-05-21,2013-05-21,83.0,86.9,True
2013-05-22,2013-05-22,83.0,86.9,True
2013-05-23,2013-05-23,80.0,80.56,True
2013-05-24,2013-05-24,75.0,71.43,True
2013-05-28,2013-05-28,67.0,55.95,True
2013-05-29,2013-05-29,66.0,55.16,True
2013-05-30,2013-05-30,72.0,66.27,True
2013-05-31,2013-05-31,60.0,46.43,True
2013-06-03,2013-06-03,55.0,36.11,True
2013-06-04,2013-06-04,48.0,23.81,True
2013-06-05,2013-06-05,32.0,5.16,True
2013-06-06,2013-06-06,34.0,5.95,True
2013-06-07,2013-06-07,40.0,11.11,True
2013-06-10,2013-06-10,34.0,5.56,True
2013-06-11,2013-06-11,31.0,3.57,True
2013-06-12,2013-06-12,30.0,2.78,True
2013-06-13,2013-06-13,30.0,2.78,True
2013-06-14,2013-06-14,29.0,1.98,True
2013-06-17,2013-06-17,24.0,0.4,True
2013-06-18,2013-06-18,24.0,0.79,True
2013-06-19,2013-06-19,21.0,0.4,True
2013-06-20,2013-06-20,19.0,0.4,True
2013-06-21,2013-06-21,19.0,0.79,True
2013-06-24,2013-06-24,18.0,0.4,True
2013-06-25,2013-06-25,19.0,1.59,True
2013-06-26,2013-06-26,20.0,1.98,True
2013-06-27,2013-06-27,21.0,2.78,True
2013-06-28,2013-06-28,22.0,3.17,True
2013-07-01,2013-07-01,25.0,4.37,True
2013-07-02,2013-07-02,29.0,5.95,True
2013-07-03,2013-07-03,30.0,7.14,True
2013-07-05,2013-07-05,38.0,11.11,True
2013-07-08,2013-07-08,40.0,13.49,True
2013-07-09,2013-07-09,48.0,25.4,True
2013-07-10,2013-07-10,49.0,26.98,True
2013-07-11,2013-07-11,51.0,30.16,True
2013-07-12,2013-07-12,61.0,48.41,True
2013-07-15,2013-07-15,60.0,46.03,True
2013-07-16,2013-07-16,62.0,49.21,True
2013-07-17,2013-07-17,57.0,40.48,True
2013-07-18,2013-07-18,62.0,49.21,True
2013-07-19,2013-07-19,68.0,57.54,True
2013-07-22,2013-07-22,63.0,51.59,True
2013-07-23,2013-07-23,65.0,52.78,True
2013-07-24,2013-07-24,64.0,52.38,True
2013-07-25,2013-07-25,62.0,47.62,True
2013-07-26,2013-07-26,64.0,52.38,True
2013-07-29,2013-07-29,59.0,40.48,True
2013-07-30,2013-07-30,62.0,47.22,True
2013-07-31,2013-07-31,61.0,44.84,True
2013-08-01,2013-08-01,68.0,57.54,True
2013-08-02,2013-08-02,62.0,46.83,True
2013-08-05,2013-08-05,61.0,44.05,True
2013-08-06,2013-08-06,54.0,29.37,True
2013-08-07,2013-08-07,47.0,21.43,True
2013-08-08,2013-08-08,52.0,27.78,True
2013-08-09,2013-08-09,44.0,16.27,True
2013-08-12,2013-08-12,50.0,25.79,True
2013-08-13,2013-08-13,50.0,26.19,True
2013-08-14,2013-08-14,46.0,20.24,True
2013-08-15,2013-08-15,43.0,16.27,True
2013-08-16,2013-08-16,39.0,12.3,True
2013-08-19,2013-08-19,32.0,8.73,True
2013-08-20,2013-08-20,26.0,4.76,True
2013-08-21,2013-08-21,26.0,5.16,True
2013-08-22,2013-08-22,32.0,9.92,True
2013-08-23,2013-08-23,27.0,5.56,True
2013-08-26,2013-08-26,25.0,4.76,True
2013-08-27,2013-08-27,18.0,0.79,True
2013-08-28,2013-08-28,24.0,4.76,True
2013-08-29,2013-08-29,23.0,3.97,True
2013-08-30,2013-08-30,20.0,2.78,True
2013-09-03,2013-09-03,17.0,0.4,True
2013-09-04,2013-09-04,28.0,9.13,True
2013-09-05,2013-09-05,33.0,13.49,True
2013-09-06,2013-09-06,36.0,15.48,True
2013-09-09,2013-09-09,43.0,22.62,True
2013-09-10,2013-09-10,52.0,36.51,True
2013-09-11,2013-09-11,47.0,29.37,True
2013-09-12,2013-09-12,46.0,27.38,True
2013-09-13,2013-09-13,48.0,31.35,True
2013-09-16,2013-09-16,50.0,34.92,True
2013-09-17,2013-09-17,54.0,40.87,True
2013-09-18,2013-09-18,56.0,46.03,True
2013-09-19,2013-09-19,62.0,58.73,True
2013-09-20,2013-09-20,57.0,48.02,True
2013-09-23,2013-09-23,49.0,32.94,True
2013-09-24,2013-09-24,48.0,31.75,True
2013-09-25,2013-09-25,47.0,30.16,True
2013-09-26,2013-09-26,39.0,18.25,True
2013-09-27,2013-09-27,41.0,21.43,True
2013-09-30,2013-09-30,35.0,15.48,True
2013-10-01,2013-10-01,40.0,20.63,True
2013-10-02,2013-10-02,35.0,15.87,True
2013-10-03,2013-10-03,29.0,10.32,True
2013-10-04,2013-10-04,34.0,15.08,True
2013-10-07,2013-10-07,27.0,8.33,True
2013-10-08,2013-10-08,20.0,3.57,True
2013-10-09,2013-10-09,29.0,11.51,True
2013-10-10,2013-10-10,35.0,18.25,True
2013-10-11,2013-10-11,31.0,13.89,True
2013-10-14,2013-10-14,39.0,22.22,True
2013-10-15,2013-10-15,39.0,22.62,True
2013-10-16,2013-10-16,46.0,33.33,True
2013-10-17,2013-10-17,48.0,38.49,True
2013-10-18,2013-10-18,56.0,52.78,True
2013-10-21,2013-10-21,53.0,47.62,True
2013-10-22,2013-10-22,55.0,50.0,True
2013-10-23,2013-10-23,61.0,62.3,True
2013-10-24,2013-10-24,62.0,65.48,True
2013-10-25,2013-10-25,62.0,65.48,True
2013-10-28,2013-10-28,64.0,69.05,True
2013-10-29,2013-10-29,64.0,69.05,True
2013-10-30,2013-10-30,64.0,69.05,True
2013-10-31,2013-10-31,66.0,70.63,True
2013-11-01,2013-11-01,67.0,71.43,True
2013-11-04,2013-11-04,68.0,73.41,True
2013-11-05,2013-11-05,68.0,73.41,True
2013-11-06,2013-11-06,68.0,73.41,True
2013-11-07,2013-11-07,68.0,73.41,True
2013-11-08,2013-11-08,68.0,73.41,True
2013-11-11,2013-11-11,67.0,69.44,True
2013-11-12,2013-11-12,69.0,75.4,True
2013-11-13,2013-11-13,70.0,76.59,True
2013-11-14,2013-11-14,70.0,76.59,True
2013-11-15,2013-11-15,71.0,76.98,True
2013-11-18,2013-11-18,71.0,76.98,True
2013-11-19,2013-11-19,67.0,67.46,True
2013-11-20,2013-11-20,68.0,71.43,True
2013-11-21,2013-11-21,68.0,71.43,True
2013-11-22,2013-11-22,68.0,71.43,True
2013-11-25,2013-11-25,66.0,64.29,True
2013-11-26,2013-11-26,64.0,61.9,True
2013-11-27,2013-11-27,67.0,66.27,True
2013-11-29,2013-11-29,70.0,75.79,True
2013-12-02,2013-12-02,66.0,63.49,True
2013-12-03,2013-12-03,65.0,61.11,True
2013-12-04,2013-12-04,65.0,61.11,True
2013-12-05,2013-12-05,57.0,43.25,True
2013-12-06,2013-12-06,63.0,56.35,True
2013-12-09,2013-12-09,53.0,35.32,True
2013-12-10,2013-12-10,52.0,33.73,True
2013-12-11,2013-12-11,51.0,32.14,True
2013-12-12,2013-12-12,43.0,23.41,True
2013-12-13,2013-12-13,38.0,18.25,True
2013-12-16,2013-12-16,45.0,24.6,True
2013-12-17,2013-12-17,38.0,18.65,True
2013-12-18,2013-12-18,49.0,31.75,True
2013-12-19,2013-12-19,50.0,33.33,True
2013-12-20,2013-12-20,52.0,36.9,True
2013-12-23,2013-12-23,61.0,51.59,True
2013-12-24,2013-12-24,66.0,63.89,True
2013-12-26,2013-12-26,63.0,57.14,True
2013-12-27,2013-12-27,72.0,77.78,True
2013-12-30,2013-12-30,70.0,75.4,True
2013-12-31,2013-12-31,77.0,81.75,True
2014-01-02,2014-01-02,71.0,76.19,True
2014-01-03,2014-01-03,66.0,63.1,True
2014-01-06,2014-01-06,64.0,59.92,True
2014-01-07,2014-01-07,67.0,65.87,True
2014-01-08,2014-01-08,64.0,60.32,True
2014-01-09,2014-01-09,68.0,71.43,True
2014-01-10,2014-01-10,66.0,64.29,True
2014-01-13,2014-01-13,61.0,50.79,True
2014-01-14,2014-01-14,68.0,72.62,True
2014-01-15,2014-01-15,65.0,62.3,True
2014-01-16,2014-01-16,63.0,57.54,True
2014-01-17,2014-01-17,59.0,45.63,True
2014-01-21,2014-01-21,62.0,55.56,True
2014-01-22,2014-01-22,45.0,25.4,True
2014-01-23,2014-01-23,46.0,27.38,True
2014-01-24,2014-01-24,27.0,9.13,True
2014-01-27,2014-01-27,25.0,7.54,True
2014-01-28,2014-01-28,29.0,11.9,True
2014-01-29,2014-01-29,20.0,3.97,True
2014-01-30,2014-01-30,18.0,1.59,True
2014-01-31,2014-01-31,20.0,4.76,True
2014-02-03,2014-02-03,13.0,0.4,True
2014-02-04,2014-02-04,15.0,0.79,True
2014-02-05,2014-02-05,20.0,5.95,True
2014-02-06,2014-02-06,17.0,1.59,True
2014-02-07,2014-02-07,22.0,7.94,True
2014-02-10,2014-02-10,28.0,13.49,True
2014-02-11,2014-02-11,29.0,15.87,True
2014-02-12,2014-02-12,32.0,19.44,True
2014-02-13,2014-02-13,32.0,19.84,True
2014-02-14,2014-02-14,30.0,17.46,True
2014-02-18,2014-02-18,42.0,29.76,True
2014-02-19,2014-02-19,39.0,26.98,True
2014-02-20,2014-02-20,45.0,32.94,True
2014-02-21,2014-02-21,48.0,39.29,True
2014-02-24,2014-02-24,55.0,49.6,True
2014-02-25,2014-02-25,57.0,53.97,True
2014-02-26,2014-02-26,58.0,54.37,True
2014-02-27,2014-02-27,62.0,64.68,True
2014-02-28,2014-02-28,56.0,51.59,True
2014-03-03,2014-03-03,63.0,67.46,True
2014-03-04,2014-03-04,66.0,75.4,True
2014-03-05,2014-03-05,78.0,95.24,True
2014-03-06,2014-03-06,80.0,96.83,True
2014-03-07,2014-03-07,81.0,96.83,True
2014-03-10,2014-03-10,81.0,97.22,True
2014-03-11,2014-03-11,76.0,91.67,True
2014-03-12,2014-03-12,57.0,54.37,True
2014-03-13,2014-03-13,49.0,40.87,True
2014-03-14,2014-03-14,44.0,32.14,True
2014-03-17,2014-03-17,49.0,41.67,True
2014-03-18,2014-03-18,51.0,44.44,True
2014-03-19,2014-03-19,53.0,49.21,True
2014-03-20,2014-03-20,54.0,50.4,True
2014-03-21,2014-03-21,56.0,54.37,True
2014-03-24,2014-03-24,49.0,42.06,True
2014-03-25,2014-03-25,43.0,31.75,True
2014-03-26,2014-03-26,43.0,32.14,True
2014-03-27,2014-03-27,34.0,22.22,True
2014-03-28,2014-03-28,36.0,24.6,True
2014-03-31,2014-03-31,50.0,45.63,True
2014-04-01,2014-04-01,51.0,47.22,True
2014-04-02,2014-04-02,53.0,52.38,True
2014-04-03,2014-04-03,51.0,47.62,True
2014-04-04,2014-04-04,49.0,44.05,True
2014-04-07,2014-04-07,35.0,24.21,True
2014-04-08,2014-04-08,34.0,22.62,True
2014-04-09,2014-04-09,31.0,18.65,True
2014-04-10,2014-04-10,31.0,19.05,True
2014-04-11,2014-04-11,21.0,7.54,True
2014-04-14,2014-04-14,23.0,9.13,True
2014-04-15,2014-04-15,23.0,9.52,True
2014-04-16,2014-04-16,28.0,15.08,True
2014-04-17,2014-04-17,28.0,15.48,True
2014-04-21,2014-04-21,38.0,29.37,True
2014-04-22,2014-04-22,40.0,32.94,True
2014-04-23,2014-04-23,40.0,33.33,True
2014-04-24,2014-04-24,39.0,31.75,True
2014-04-25,2014-04-25,35.0,27.38,True
2014-04-28,2014-04-28,34.0,25.79,True
2014-04-29,2014-04-29,34.0,26.19,True
2014-04-30,2014-04-30,33.0,23.81,True
2014-05-01,2014-05-01,30.0,19.84,True
2014-05-02,2014-05-02,32.0,23.81,True
2014-05-05,2014-05-05,34.0,27.78,True
2014-05-06,2014-05-06,34.0,28.17,True
2014-05-07,2014-05-07,33.0,25.0,True
2014-05-08,2014-05-08,33.0,25.4,True
2014-05-09,2014-05-09,42.0,38.89,True
2014-05-12,2014-05-12,45.0,43.25,True
2014-05-13,2014-05-13,39.0,36.11,True
2014-05-14,2014-05-14,38.0,33.73,True
2014-05-15,2014-05-15,28.0,15.87,True
2014-05-16,2014-05-16,28.0,16.27,True
2014-05-19,2014-05-19,26.0,13.1,True
2014-05-20,2014-05-20,21.0,7.94,True
2014-05-21,2014-05-21,29.0,19.84,True
2014-05-22,2014-05-22,36.0,34.13,True
2014-05-23,2014-05-23,37.0,34.52,True
2014-05-27,2014-05-27,40.0,41.67,True
2014-05-28,2014-05-28,42.0,43.25,True
2014-05-29,2014-05-29,42.0,43.65,True
2014-05-30,2014-05-30,45.0,48.41,True
2014-06-02,2014-06-02,58.0,70.24,True
2014-06-03,2014-06-03,66.0,87.3,True
2014-06-04,2014-06-04,66.0,87.3,True
2014-06-05,2014-06-05,81.0,100.0,True
2014-06-06,2014-06-06,81.0,100.0,True
2014-06-09,2014-06-09,89.0,100.0,True
2014-06-10,2014-06-10,90.0,100.0,True
2014-06-11,2014-06-11,88.0,99.21,True
2014-06-12,2014-06-12,83.0,98.81,True
2014-06-13,2014-06-13,85.0,98.81,True
2014-06-16,2014-06-16,87.0,98.81,True
2014-06-17,2014-06-17,88.0,99.21,True
2014-06-18,2014-06-18,94.0,100.0,True
2014-06-19,2014-06-19,95.0,100.0,True
2014-06-20,2014-06-20,95.0,100.0,True
2014-06-23,2014-06-23,93.0,98.81,True
2014-06-24,2014-06-24,83.0,96.03,True
2014-06-25,2014-06-25,83.0,96.03,True
2014-06-26,2014-06-26,77.0,92.46,True
2014-06-27,2014-06-27,76.0,91.67,True
2014-06-30,2014-06-30,87.0,96.83,True
2014-07-01,2014-07-01,87.0,96.83,True
2014-07-02,2014-07-02,87.0,96.83,True
2014-07-03,2014-07-03,86.0,95.24,True
2014-07-07,2014-07-07,68.0,85.71,True
2014-07-08,2014-07-08,74.0,89.29,True
2014-07-09,2014-07-09,62.0,67.86,True
2014-07-10,2014-07-10,56.0,57.14,True
2014-07-11,2014-07-11,57.0,59.13,True
2014-07-14,2014-07-14,59.0,61.11,True
2014-07-15,2014-07-15,56.0,57.14,True
2014-07-16,2014-07-16,55.0,55.16,True
2014-07-17,2014-07-17,32.0,19.05,True
2014-07-18,2014-07-18,46.0,41.67,True
2014-07-21,2014-07-21,37.0,27.38,True
2014-07-22,2014-07-22,38.0,29.37,True
2014-07-23,2014-07-23,39.0,32.54,True
2014-07-24,2014-07-24,42.0,36.51,True
2014-07-25,2014-07-25,34.0,23.81,True
2014-07-28,2014-07-28,34.0,24.21,True
2014-07-29,2014-07-29,31.0,17.06,True
2014-07-30,2014-07-30,26.0,9.52,True
2014-07-31,2014-07-31,10.0,0.4,True
2014-08-01,2014-08-01,5.0,0.4,True
2014-08-04,2014-08-04,5.0,0.79,True
2014-08-05,2014-08-05,5.0,1.19,True
2014-08-06,2014-08-06,5.0,1.59,True
2014-08-07,2014-08-07,5.0,1.98,True
2014-08-08,2014-08-08,10.0,2.78,True
2014-08-11,2014-08-11,7.0,2.38,True
2014-08-12,2014-08-12,8.0,2.78,True
2014-08-13,2014-08-13,13.0,4.37,True
2014-08-14,2014-08-14,16.0,5.16,True
2014-08-15,2014-08-15,14.0,4.76,True
2014-08-18,2014-08-18,26.0,14.68,True
2014-08-19,2014-08-19,31.0,23.02,True
2014-08-20,2014-08-20,37.0,34.13,True
2014-08-21,2014-08-21,36.0,32.94,True
2014-08-22,2014-08-22,37.0,34.13,True
2014-08-25,2014-08-25,35.0,30.95,True
2014-08-26,2014-08-26,36.0,32.54,True
2014-08-27,2014-08-27,33.0,24.6,True
2014-08-28,2014-08-28,33.0,24.6,True
2014-08-29,2014-08-29,41.0,40.87,True
2014-09-02,2014-09-02,48.0,50.79,True
2014-09-03,2014-09-03,48.0,50.79,True
2014-09-04,2014-09-04,47.0,48.41,True
2014-09-05,2014-09-05,50.0,54.37,True
2014-09-08,2014-09-08,47.0,48.02,True
2014-09-09,2014-09-09,42.0,41.27,True
2014-09-10,2014-09-10,45.0,45.24,True
2014-09-11,2014-09-11,44.0,43.25,True
2014-09-12,2014-09-12,43.0,42.86,True
2014-09-15,2014-09-15,38.0,34.13,True
2014-09-16,2014-09-16,37.0,32.14,True
2014-09-17,2014-09-17,42.0,42.46,True
2014-09-18,2014-09-18,37.0,32.54,True
2014-09-19,2014-09-19,36.0,30.56,True
2014-09-22,2014-09-22,22.0,9.52,True
2014-09-23,2014-09-23,18.0,6.75,True
2014-09-24,2014-09-24,17.0,6.35,True
2014-09-25,2014-09-25,8.0,3.17,True
2014-09-26,2014-09-26,13.0,5.16,True
2014-09-29,2014-09-29,11.0,4.37,True
2014-09-30,2014-09-30,12.0,4.76,True
2014-10-01,2014-10-01,7.0,2.78,True
2014-10-02,2014-10-02,3.0,0.4,True
2014-10-03,2014-10-03,5.0,2.78,True
2014-10-06,2014-10-06,5.0,3.17,True
2014-10-07,2014-10-07,6.0,3.57,True
2014-10-08,2014-10-08,4.0,0.79,True
2014-10-09,2014-10-09,3.0,0.79,True
2014-10-10,2014-10-10,1.0,0.4,True
2014-10-13,2014-10-13,0.0,0.4,True
2014-10-14,2014-10-14,2.0,1.19,True
2014-10-15,2014-10-15,1.0,1.19,True
2014-10-16,2014-10-16,2.0,1.98,True
2014-10-17,2014-10-17,7.0,7.54,True
2014-10-20,2014-10-20,5.0,6.35,True
2014-10-21,2014-10-21,7.0,8.33,True
2014-10-22,2014-10-22,8.0,9.52,True
2014-10-23,2014-10-23,11.0,11.11,True
2014-10-24,2014-10-24,13.0,13.1,True
2014-10-27,2014-10-27,16.0,14.68,True
2014-10-28,2014-10-28,21.0,18.65,True
2014-10-29,2014-10-29,25.0,21.03,True
2014-10-30,2014-10-30,31.0,28.57,True
2014-10-31,2014-10-31,32.0,30.56,True
2014-11-03,2014-11-03,40.0,46.83,True
2014-11-04,2014-11-04,40.0,47.22,True
2014-11-05,2014-11-05,49.0,60.32,True
2014-11-06,2014-11-06,49.0,60.71,True
2014-11-07,2014-11-07,55.0,67.06,True
2014-11-10,2014-11-10,57.0,70.63,True
2014-11-11,2014-11-11,58.0,71.83,True
2014-11-12,2014-11-12,56.0,69.05,True
2014-11-13,2014-11-13,54.0,66.27,True
2014-11-14,2014-11-14,53.0,65.87,True
2014-11-17,2014-11-17,53.0,66.27,True
2014-11-18,2014-11-18,54.0,67.46,True
2014-11-19,2014-11-19,55.0,69.05,True
2014-11-20,2014-11-20,59.0,75.4,True
2014-11-21,2014-11-21,59.0,75.79,True
2014-11-24,2014-11-24,62.0,78.17,True
2014-11-25,2014-11-25,62.0,78.57,True
2014-11-26,2014-11-26,63.0,80.56,True
2014-11-28,2014-11-28,59.0,76.19,True
2014-12-01,2014-12-01,55.0,69.44,True
2014-12-02,2014-12-02,55.0,69.84,True
2014-12-03,2014-12-03,59.0,77.38,True
2014-12-04,2014-12-04,59.0,77.78,True
2014-12-05,2014-12-05,61.0,78.57,True
2014-12-08,2014-12-08,55.0,70.24,True
2014-12-09,2014-12-09,46.0,56.35,True
2014-12-10,2014-12-10,41.0,48.02,True
2014-12-11,2014-12-11,37.0,41.67,True
2014-12-12,2014-12-12,31.0,28.97,True
2014-12-15,2014-12-15,22.0,19.84,True
2014-12-16,2014-12-16,19.0,16.67,True
2014-12-17,2014-12-17,21.0,19.44,True
2014-12-18,2014-12-18,33.0,34.52,True
2014-12-19,2014-12-19,33.0,34.92,True
2014-12-22,2014-12-22,43.0,54.37,True
2014-12-23,2014-12-23,45.0,57.54,True
2014-12-24,2014-12-24,47.0,59.92,True
2014-12-26,2014-12-26,48.0,61.51,True
2014-12-29,2014-12-29,47.0,60.32,True
2014-12-30,2014-12-30,47.0,60.71,True
2014-12-31,2014-12-31,45.0,57.94,True
2015-01-02,2015-01-02,37.0,44.44,True
2015-01-05,2015-01-05,30.0,28.17,True
2015-01-06,2015-01-06,21.0,19.84,True
2015-01-07,2015-01-07,21.0,20.24,True
2015-01-08,2015-01-08,28.0,26.98,True
2015-01-09,2015-01-09,29.0,28.57,True
2015-01-12,2015-01-12,30.0,30.16,True
2015-01-13,2015-01-13,29.0,28.97,True
2015-01-14,2015-01-14,30.0,30.95,True
2015-01-15,2015-01-15,30.0,31.35,True
2015-01-16,2015-01-16,26.0,24.6,True
2015-01-20,2015-01-20,25.0,23.41,True
2015-01-21,2015-01-21,28.0,28.17,True
2015-01-22,2015-01-22,32.0,37.3,True
2015-01-23,2015-01-23,31.0,35.32,True
2015-01-26,2015-01-26,28.0,28.17,True
2015-01-27,2015-01-27,28.0,28.17,True
2015-01-28,2015-01-28,26.0,25.0,True
2015-01-29,2015-01-29,26.0,25.0,True
2015-01-30,2015-01-30,25.0,22.62,True
2015-02-02,2015-02-02,30.0,32.54,True
2015-02-03,2015-02-03,46.0,64.29,True
2015-02-04,2015-02-04,42.0,58.33,True
2015-02-05,2015-02-05,50.0,71.03,True
2015-02-06,2015-02-06,52.0,72.22,True
2015-02-09,2015-02-09,52.0,72.22,True
2015-02-10,2015-02-10,54.0,75.0,True
2015-02-11,2015-02-11,61.0,85.32,True
2015-02-12,2015-02-12,64.0,87.7,True
2015-02-13,2015-02-13,73.0,89.29,True
2015-02-17,2015-02-17,77.0,90.87,True
2015-02-18,2015-02-18,79.0,91.27,True
2015-02-19,2015-02-19,77.0,90.48,True
2015-02-20,2015-02-20,80.0,91.67,True
2015-02-23,2015-02-23,77.0,90.08,True
2015-02-24,2015-02-24,75.0,87.7,True
2015-02-25,2015-02-25,77.0,90.08,True
2015-02-26,2015-02-26,78.0,90.48,True
2015-02-27,2015-02-27,74.0,86.51,True
2015-03-02,2015-03-02,74.0,86.51,True
2015-03-03,2015-03-03,66.0,84.52,True
2015-03-04,2015-03-04,66.0,84.52,True
2015-03-05,2015-03-05,65.0,83.33,True
2015-03-06,2015-03-06,58.0,78.17,True
2015-03-09,2015-03-09,58.0,78.57,True
2015-03-10,2015-03-10,52.0,69.05,True
2015-03-11,2015-03-11,44.0,57.14,True
2015-03-12,2015-03-12,46.0,60.71,True
2015-03-13,2015-03-13,39.0,49.21,True
2015-03-16,2015-03-16,42.0,55.16,True
2015-03-17,2015-03-17,40.0,51.59,True
2015-03-18,2015-03-18,39.0,49.6,True
2015-03-19,2015-03-19,43.0,57.94,True
2015-03-20,2015-03-20,43.0,58.33,True
2015-03-23,2015-03-23,48.0,66.27,True
2015-03-24,2015-03-24,44.0,59.52,True
2015-03-25,2015-03-25,44.0,59.52,True
2015-03-26,2015-03-26,37.0,46.43,True
2015-03-27,2015-03-27,36.0,42.86,True
2015-03-30,2015-03-30,37.0,46.43,True
2015-03-31,2015-03-31,37.0,46.83,True
2015-04-01,2015-04-01,35.0,40.87,True
2015-04-02,2015-04-02,40.0,53.57,True
2015-04-06,2015-04-06,43.0,59.52,True
2015-04-07,2015-04-07,48.0,68.65,True
2015-04-08,2015-04-08,48.0,68.65,True
2015-04-09,2015-04-09,56.0,76.98,True
2015-04-10,2015-04-10,56.0,76.98,True
2015-04-13,2015-04-13,60.0,81.75,True
2015-04-14,2015-04-14,60.0,81.75,True
2015-04-15,2015-04-15,60.0,81.75,True
2015-04-16,2015-04-16,57.0,76.59,True
2015-04-17,2015-04-17,57.0,76.59,True
2015-04-20,2015-04-20,55.0,73.02,True
2015-04-21,2015-04-21,59.0,80.56,True
2015-04-22,2015-04-22,59.0,80.56,True
2015-04-23,2015-04-23,64.0,84.52,True
2015-04-24,2015-04-24,66.0,86.51,True
2015-04-27,2015-04-27,59.0,79.76,True
2015-04-28,2015-04-28,61.0,81.75,True
2015-04-29,2015-04-29,61.0,81.75,True
2015-04-30,2015-04-30,53.0,66.27,True
2015-05-01,2015-05-01,61.0,81.75,True
2015-05-04,2015-05-04,61.0,81.75,True
2015-05-05,2015-05-05,58.0,74.6,True
2015-05-06,2015-05-06,58.0,74.6,True
2015-05-07,2015-05-07,53.0,64.68,True
2015-05-08,2015-05-08,58.0,74.6,True
2015-05-11,2015-05-11,53.0,64.29,True
2015-05-12,2015-05-12,49.0,60.32,True
2015-05-13,2015-05-13,55.0,68.25,True
2015-05-14,2015-05-14,57.0,71.83,True
2015-05-15,2015-05-15,57.0,71.83,True
2015-05-18,2015-05-18,62.0,82.94,True
2015-05-19,2015-05-19,62.0,82.94,True
2015-05-20,2015-05-20,64.0,84.13,True
2015-05-21,2015-05-21,64.0,84.13,True
2015-05-22,2015-05-22,60.0,77.78,True
2015-05-26,2015-05-26,50.0,57.94,True
2015-05-27,2015-05-27,47.0,53.17,True
2015-05-28,2015-05-28,47.0,53.17,True
2015-05-29,2015-05-29,43.0,45.63,True
2015-06-01,2015-06-01,40.0,40.87,True
2015-06-02,2015-06-02,43.0,46.43,True
2015-06-03,2015-06-03,45.0,49.6,True
2015-06-04,2015-06-04,44.0,48.41,True
2015-06-05,2015-06-05,40.0,41.27,True
2015-06-08,2015-06-08,36.0,33.33,True
2015-06-09,2015-06-09,36.0,33.73,True
2015-06-10,2015-06-10,37.0,38.1,True
2015-06-11,2015-06-11,41.0,43.65,True
2015-06-12,2015-06-12,30.0,25.4,True
2015-06-15,2015-06-15,26.0,21.03,True
2015-06-16,2015-06-16,27.0,21.43,True
2015-06-17,2015-06-17,26.0,21.43,True
2015-06-18,2015-06-18,34.0,32.54,True
2015-06-19,2015-06-19,30.0,26.98,True
2015-06-22,2015-06-22,42.0,48.41,True
2015-06-23,2015-06-23,49.0,63.1,True
2015-06-24,2015-06-24,36.0,36.51,True
2015-06-25,2015-06-25,34.0,33.33,True
2015-06-26,2015-06-26,33.0,32.14,True
2015-06-29,2015-06-29,8.0,9.92,True
2015-06-30,2015-06-30,11.0,11.9,True
2015-07-01,2015-07-01,18.0,15.87,True
2015-07-02,2015-07-02,16.0,15.08,True
2015-07-06,2015-07-06,13.0,13.89,True
2015-07-07,2015-07-07,13.0,14.29,True
2015-07-08,2015-07-08,9.0,10.32,True
2015-07-09,2015-07-09,12.0,13.1,True
2015-07-10,2015-07-10,14.0,15.87,True
2015-07-13,2015-07-13,24.0,21.43,True
2015-07-14,2015-07-14,24.0,21.83,True
2015-07-15,2015-07-15,30.0,31.75,True
2015-07-16,2015-07-16,30.0,32.14,True
2015-07-17,2015-07-17,34.0,38.89,True
2015-07-20,2015-07-20,34.0,39.29,True
2015-07-21,2015-07-21,25.0,23.41,True
2015-07-22,2015-07-22,20.0,19.05,True
2015-07-23,2015-07-23,15.0,16.27,True
2015-07-24,2015-07-24,15.0,16.67,True
2015-07-27,2015-07-27,7.0,8.73,True
2015-07-28,2015-07-28,17.0,19.05,True
2015-07-29,2015-07-29,21.0,22.62,True
2015-07-30,2015-07-30,21.0,23.02,True
2015-07-31,2015-07-31,20.0,20.63,True
2015-08-03,2015-08-03,24.0,24.6,True
2015-08-04,2015-08-04,28.0,30.56,True
2015-08-05,2015-08-05,21.0,22.22,True
2015-08-06,2015-08-06,18.0,18.25,True
2015-08-07,2015-08-07,10.0,9.52,True
2015-08-10,2015-08-10,9.0,9.13,True
2015-08-11,2015-08-11,12.0,11.51,True
2015-08-12,2015-08-12,9.0,8.73,True
2015-08-13,2015-08-13,11.0,10.71,True
2015-08-14,2015-08-14,11.0,11.11,True
2015-08-17,2015-08-17,14.0,14.68,True
2015-08-18,2015-08-18,13.0,14.29,True
2015-08-19,2015-08-19,13.0,14.68,True
2015-08-20,2015-08-20,8.0,7.94,True
2015-08-21,2015-08-21,8.0,8.33,True
2015-08-24,2015-08-24,3.0,3.17,True
2015-08-25,2015-08-25,9.0,10.32,True
2015-08-26,2015-08-26,12.0,14.29,True
